x,y,F,split
0.097266087021824779,0.088154034623979999,nan,heldout
-0.023818490630300462,-0.019620183383558087,nan,train
-0.0099362907033026197,0.044435359716275102,nan,heldout
-0.062030118883619069,0.025355146915743632,nan,train
-0.038933374806561297,0.072877798446220249,nan,heldout
0.034567754105186289,-0.080499200206060606,nan,train
-0.087374019831902683,-0.055697925360448979,nan,heldout
0.020276948692987642,-0.098621372160610676,nan,train
-0.034755042974426553,0.085998472569893444,nan,heldout
0.038707061832302797,-0.016931200844779459,nan,train
-0.055001207616840575,0.023693556943645902,nan,heldout
-0.030203490790860821,-0.054787337317907414,nan,train
-0.085011475685112275,-0.093897401461325247,nan,heldout
0.073080814197774527,-0.049201272608683393,nan,train
0.011946508606070739,0.078941124973967602,nan,heldout
-0.050016858929069333,0.051026918818940642,nan,train
0.071046617959483485,-0.073980902843612473,nan,heldout
0.034649490049137997,0.018712667700945151,nan,train
0.029074359867540103,0.0140496148267234,nan,heldout
-0.024833819086191113,0.0079966402507488221,nan,train
0.00090479105613794353,0.0069349001133927057,nan,heldout
0.09513814323619374,0.04117919228222975,nan,train
0.041392564801666046,-0.01702810374053363,nan,heldout
0.0060206318598037935,0.044108769170089351,nan,train
-0.089929730861552717,0.021296762690368756,nan,heldout
0.066917967084348759,0.043436376462335849,nan,train
0.083796816330828305,0.073550641850618034,nan,heldout
-0.074966202795303638,0.025444592047736594,nan,train
-0.0082845382421598678,0.061555512342376731,nan,heldout
0.029603659951004627,-0.020493743167108436,nan,train
-0.024515815775944663,-0.026960326714300289,nan,heldout
-0.071712321638509699,-0.010754646565240212,nan,train
-0.049176790980599489,0.064161964649997419,nan,heldout
0.028784416019350712,0.070924907763346964,nan,train
0.00090957519195724592,0.021313224162887768,nan,heldout
-0.035349369784669828,-0.067432866627370122,nan,train
-0.044027376196362794,-0.078736602579529885,nan,heldout
-0.021877900673427875,-0.07872440618058861,nan,train
-0.04273613439433608,-0.036183353898341153,nan,heldout
-0.06129054054576169,0.099511048607101305,nan,train
0.096620840607854211,0.025286523810108697,nan,heldout
0.0060908156724356127,0.036342673960125027,nan,train
-0.080956370689604318,-0.02408969741019984,nan,heldout
0.045964714697660058,-0.04844910167052241,nan,train
-0.087495447962750661,-0.00211257916901062,nan,heldout
-0.01030190705861276,0.0114038074736309,nan,train
0.057488807365999685,-0.044443621947946294,nan,heldout
-0.079269059283584242,0.03202926525990888,nan,train
0.035731972200966314,0.013858900911775175,nan,heldout
0.041668013899463799,-0.060652786361348569,nan,train
-0.0053545831238876133,0.043393665308945062,nan,heldout
0.075008775378753223,0.020296458778203276,nan,train
0.022758309274624189,-0.042410920938411013,nan,heldout
0.097719035869622786,0.021639121404834507,nan,train
0.011223901111152191,0.045241633796983295,nan,heldout
-0.036856938947270206,-0.063058617117754873,nan,train
-0.072637051839550368,-0.0015093388039350453,nan,heldout
0.089325221081276079,0.045381380295506091,nan,train
0.058635877633788705,0.044579251751553112,nan,heldout
0.079419032188710381,0.086789743515222506,nan,train
-0.099763477171115278,-0.04316181697832995,nan,heldout
-0.0090062219403429285,-0.077503405545373744,nan,train
0.039733534771438463,0.0054120254786176993,nan,heldout
-0.023531290837970054,-0.03276263211230062,nan,train
-0.076353169854754405,0.056656352803185484,nan,heldout
0.09083556184683135,0.037052389622060679,nan,train
0.088617133297977116,-0.045292996011399828,nan,heldout
-0.034779587529787472,0.036504791735496499,nan,train
0.070253928587609885,0.0048244772985676539,nan,heldout
-0.074434399298660789,-0.083558106128821849,nan,train
-0.072942808375943829,-0.082882732606876577,nan,heldout
-0.057500316533877549,-0.077576766636745578,nan,train
-0.040005694830387677,0.047328735302336215,nan,heldout
0.091510204687670016,0.086981673117969477,nan,train
-0.015598663121577939,-0.03155588405021055,nan,heldout
-0.063192502420144112,0.099050656729797348,nan,train
-0.026696706657112768,0.012802226333155399,nan,heldout
-0.0032846101900140035,-0.029502909029445371,nan,train
-0.097587691806864288,-0.094333544427021979,nan,heldout
-0.082154760911412078,0.0082107267405449932,nan,train
-0.0040951725417174515,0.076563489098220708,nan,heldout
-0.079841097284067061,0.069989472008465753,nan,train
-0.036257511406966071,0.099740752442574687,nan,heldout
-0.02611578110174655,-0.02398967607515088,nan,train
0.0063221186375724166,-0.060254779779303158,nan,heldout
-0.099991190104126076,0.001299412044711068,nan,train
0.081249849323254034,-0.014972601444243684,nan,heldout
-0.092313683541428201,0.097429227204916161,nan,train
-0.09957029678097043,0.033195574000554222,nan,heldout
-0.042633845664600448,-0.055111622556459544,nan,train
-0.013568974005901869,0.033377724744379701,nan,heldout
-0.085108209926582301,-0.094843281205328686,nan,train
0.063711069906771875,-0.016395599269890072,nan,heldout
-0.077852947979911102,-0.02626145177685937,nan,train
0.00076037313059444949,-0.068160696914105687,nan,heldout
-0.086887507777064624,-0.036482198635411113,nan,train
0.078915485804368746,0.007428329821478008,nan,heldout
-0.0046311894313528336,0.053623858969340701,nan,train
-0.020777192670507552,0.01864407564555166,nan,heldout
-0.056181647308167326,0.095683972342827467,nan,train
-0.056523088095492627,0.046423652461774982,nan,heldout
0.013700581605877216,0.056306478573723312,nan,train
-0.016376653415061362,0.081452799460653744,nan,heldout
0.057434676892474862,-0.016174551970384244,nan,train
-0.076931837326618013,0.053336047303307169,nan,heldout
-0.027915523269860267,-0.066195427345061675,nan,train
0.051033803193687402,-0.018920914236802113,nan,heldout
-0.038527229890899052,0.076743267600271572,nan,train
0.042122698463251944,0.0022491375143897764,nan,heldout
-0.021276941738340761,0.053496414104035987,nan,train
-0.0077364120629539682,-0.077211417576046715,nan,heldout
-0.027910167570107582,-0.010544352494661104,nan,train
-0.012036922539797091,0.090070258138802983,nan,heldout
0.080269009397187605,0.040082416746623453,nan,train
0.013098994395409248,0.065174855471837656,nan,heldout
0.078059996876888985,0.090007137352620184,nan,train
-0.075957780815702619,0.061841058745742444,nan,heldout
0.038048111068349426,0.071212696413437235,nan,train
0.0058150418020405997,-0.097552698036777463,nan,heldout
0.037128482746867218,-0.095184369567380134,nan,train
-0.00020836036587881248,-0.021443851770285495,nan,heldout
0.025737167249690929,-0.050035868236323666,nan,train
-0.050263233814543409,0.048799344866480569,nan,heldout
0.045840459562851571,0.022509236009300639,nan,train
0.099953419076142913,-0.022913039269735227,nan,heldout
0.099117383386544106,-0.085389205402798776,nan,train
0.018193854435599954,0.063340850886373076,nan,heldout
0.015858394516042807,0.027555369058727332,nan,train
0.084534918120089758,0.041253787310105809,nan,heldout
0.057106001232158969,0.069244550753230688,nan,train
-0.093469946439191334,-0.082669946311457798,nan,heldout
0.015830836911440226,-0.073983944817094582,nan,train
0.067439604916479962,-0.098236973272609107,nan,heldout
0.0033349484522406051,-0.0019739135170305125,nan,train
-0.080436260113665892,-0.030374728748418511,nan,heldout
-0.049339356408877988,-0.049441029209907207,nan,train
0.095780102881895313,0.014192106514900039,nan,heldout
-0.022563840852474315,-0.012537730537386049,nan,train
0.062202645882378144,0.019499555056769615,nan,heldout
0.05814367552062958,-0.050207619645628344,nan,train
0.069601438507807048,-0.018501000004977432,nan,heldout
-0.039989934699848712,0.019239331517834038,nan,train
0.0068058628708467465,-0.057140255622765902,nan,heldout
-0.052003448886014138,-0.028389456087729206,nan,train
-0.027057060587195925,0.081172074653854176,nan,heldout
0.092215251591346345,-0.093168555904185629,nan,train
0.027907605199573894,0.079159783729676969,nan,heldout
0.079123947889146437,-0.035276187457973139,nan,train
0.046742759263692139,-0.072088908718376837,nan,heldout
-0.0097612871905892636,-0.097391461852203959,nan,train
0.033032002349070291,-0.03039984482914131,nan,heldout
-0.053556859452919707,-0.045184640906385035,nan,train
-0.097954008005575174,0.05959882213902306,nan,heldout
0.060339466076856946,0.021984538389948162,nan,train
0.06321842759267253,-0.087622218513100217,nan,heldout
0.079412570489412818,-0.014436937045864262,nan,train
-0.015617272155362927,-0.01410527279958731,nan,heldout
0.013964155296810122,-0.019122342826165165,nan,train
-0.083207697335977729,0.057224096451124563,nan,heldout
0.086369041499991681,-0.067656207620193573,nan,train
0.028514322125586068,-0.0081763614338627999,nan,heldout
-0.046477309815829052,-0.084834394418722148,nan,train
0.058725901009204808,-0.030106909287658579,nan,heldout
-0.075346158847949402,-0.0082579965162551394,nan,train
0.0092471189825465323,0.026697641416488005,nan,heldout
0.073730544320646185,-0.038427270458906398,nan,train
0.035559550071284328,-0.060023701773421069,nan,heldout
-0.039775129868027295,-0.047123242604418226,nan,train
-0.00098551883017896648,0.027077917006946464,nan,heldout
0.016156072811440804,-0.087755312255171219,nan,train
0.031300990677360717,0.055991014498462534,nan,heldout
-0.03109285608484116,-0.031154088221354195,nan,train
0.046912708030945854,0.034292212869092523,nan,heldout
0.067238247785060892,-0.021360566150473194,nan,train
0.038598074581687361,-0.091855121493028685,nan,heldout
0.095476535036843932,0.092413381765508576,nan,train
-0.060062250902163175,-0.033874582726732473,nan,heldout
0.064863571025394737,0.037914754449174137,nan,train
0.074563387316924343,0.071871157736048019,nan,heldout
0.026878545648349531,-0.002154581232217101,nan,train
0.032893334385957609,0.0077629047096428707,nan,heldout
-0.07935026770363314,0.00017642728994242686,nan,train
0.074838656361470468,0.0071911728048697394,nan,heldout
0.070894707393921813,0.060742527318932621,nan,train
0.098136674391900491,0.05389495003740357,nan,heldout
0.074428301452556966,-0.06793418449433497,nan,train
-0.0254129894181097,0.0056976484851820608,nan,heldout
0.045216696495942094,-0.032356110281752559,nan,train
0.023385678115055521,0.043816533087035751,nan,heldout
0.085536803904059142,-0.069368382896624656,nan,train
-0.041489169556891969,-0.029388531909960228,nan,heldout
